<U>2, so I can bring my family<C><U>Are there any good movies in Spring Hills, Kansas this afternoon?<A>What kind of movie are you looking for?<U>Something for my family.<PN>find_movies<PAN>description.other<PAV>good movies<PAN>location<PAV>Spring Hills, Kansas<PR>find_movies<PRAN>name.movie<PRAV>Family Jewels<PRAV>Not My Problem<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>romantic comedy<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>rated 69% on Rotten Tomatoes<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>comedy<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>rated 72% approval on Rotten Tomatoes<A>Okay, Family Jewels is an romantic comedy movie rated 69% on Rotten Tomatoes and Not My Problem is a comedy movie that is rated 72% approval on Rotten Tomatoes<U>What is Family Jewels about?<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>A famous diamond dealer leaves his European life in Antwerp to pursue a less than genuine romance with an American con artist-<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Melissa McCarthy<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Ryan Reynolds<A>A famous diamond dealer leaves his European life in Antwerp to pursue a less than genuine romance with an American con artist- Stars Melissa McCarthy and Ryan Reynolds.<U>What is Not My Problem about?<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>A troubled teen tries to convince his depressed elderly neighbor that things are not what they seem<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Matt Damon<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Noah Schnapp<A>A troubled teen tries to convince his depressed elderly neighbor that things are not what they seem. - Stars Matt Damon and Noah Schnapp.<U>I'd like to see Family Jewels<PN>find_theaters<PAN>location<PAV>Spring Hills, Kansas<PAN>name.movie<PAV>Family Jewels<PR>find_theaters<PRAN>name.theater<PRAV>AMC Holiday Theater<A>Ok, it is showing at the AMC Holiday Theater<U>Perfect<PN>find_showtimes<PAN>name.movie<PAV>Family Jewels<PAN>name.theater<PAV>AMC Holiday Theater<PAN>date.showing<PAV>today<PAN>time.preference<PAV>this afternoon<PR>find_showtimes<PRAN>time.showing<PRAV>2<PRAV>5<PRAV>8:10 pm<A>It's showing at 2, 5 and 8:10 pm. What time do you prefer?	[A]How many tickets do you need?	dlg-3c092ed8-7551-4e3d-81ad-7836d79ed716
<PR>find_showtimes<PRAN>time.showing<PRAV>8:30pm<C><U>Yes hi. I need to get a couple of tickets for a movie for tonight at the AMC Holiday Theater. Do you have any suggestions?<A>Yes, I would love to help you out with that today. Would you like to view a comedy, or maybe action tonight?<U>I think comedy, or even romantic comedy!<PN>find_movies<PAN>name.theater<PAV>AMC Holiday<PAN>name.genre<PAV>comedy<PR>find_movies<PRAN>name.movie<PRAV>Not My Problem<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Matt Damon<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Noah Shnapp<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>Noah stars as a troubled teen trying to convince her not so young neighbor Matt Damon that things aren't always what they seem<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>PG-13<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes of 72%<PN>find_showtimes<PAN>name.movie<PAV>Not My Problem<PAN>name.theater<PAV>AMC Holiday<PAN>date.showing<PAV>tonight<PAN>time.preference<PAV>tonight<PR>find_showtimes<PRAN>time.showing<PRAV>7:00<PRAV>10:05<A>Well you're in luck we a movie in both areas. There is Not My Problem staring Matt Damon and Noah Shnapp. Noah stars as a troubled teen trying to convince her not so young neighbor Matt Damon that things aren't always what they seem. Rated PG-13 and got a Rotten Tomatoes of 72% Show times at 7:00 and 10:05 tonight! Would you like to hear about the RomCom?<U>Yes, I would please.<PN>find_movies<PAN>name.genre<PAV>romantic comedy!<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>Family Jewels<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>RomCom<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>R<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Ryan Reynolds<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Melissa McCarthy<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>about a famous diamond dealer who leaves is European life in Antwep to go after a not so genuine love affair with an American con artist<PN>get_movie_attribute<PAN>name.movie<PAV>Family Jewels<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes 69%<A>The RomCom Family Jewels is rated R. Ryan Reynolds and Melissa McCarthy star in the film about a famous diamond dealer who leaves is European life in Antwep to go after a not so genuine love affair with an American con artist. Rotten Tomatoes 69%<U>Oh both sound so fantastic. What are the times for that one?<PN>find_showtimes<PAN>name.movie<PAV>Family Jewels<PAN>name.theater<PAV>AMC Holiday<PAN>date.showing<PAV>tonight<PAN>time.preference<PAV>tonight<PR>find_showtimes<PRAN>time.showing<PRAV>2pm<PRAV>5pm<PRAV>8:10pm<A>Movie times are at 2pm, 5pm, and 8:10pm.<U>What times for Not My Problem?<PN>find_showtimes<PAN>name.movie<PAV>Not My Problem<PAN>name.theater<PAV>AMC Holiday<PAN>date.showing<PAV>tonight<PAN>time.preference<PAV>tonight<PR>find_showtimes<PRAN>time.showing<PRAV>1pm<PRAV>3:55pm<PRAV>7pm<PRAV>10:05pm<A>1pm, 3:55pm, 7pm and last one at 10:05pm.<U>Are there any other films?<PN>find_movies<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>Beyond The Storm<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>James Cameron<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>about a famous diamond dealer who leaves is European life in Antwep to go after a not so genuine love affair with an American con artist<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>action<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes 81%<A>We have, Beyond The Storm a film directed by James Cameron. Its about Captain John's crew fishing the North Sea gets ugly as they face not only severe weather but a traitor on board. That one is an action film but it did get Rotten Tomatoes 81%.<U>Oh and the times for that one after 6 o'clock?<PN>find_theaters<PAN>name.movie<PAV>Beyond The Storm<PAN>location<PAV>nearby<PR>find_theaters<PRAN>name.theater<PRAV>Cinemark Downtown<PN>find_showtimes<PAN>name.movie<PAV>Beyond The Storm<PAN>name.theater<PAV>Cinemark Downtown<PAN>date.showing<PAV>tonight<PAN>time.preference<PAV>after 6 o'clock	[A]Beyond The Storm is showing at Cinemark Downtown at 8:30pm. Would you like tickets?	dlg-0d8316dc-39df-44ab-9447-8b1883f1ba13
<U>I want to see an action movie. Are there any action movies playing?<C><U>Hi. I am looking to see a movie tomorrow afternoon.<A>Perfect. Where are you located?<U>I am in Spring Hills Kansas.<PN>find_theaters<PAN>location<PAV>Spring Hills Kansas<PR>find_theaters<PRAN>name.theater<PRAV>Cinemark Downtown<PRAV>AMC Holiday<A>Excellent. I see two theaters near you, the Cinemark Downtown and the AMC Holiday.	[PN]find_movies[PAN]location[PAV]Spring Hills Kansas[PAN]name.theater[PAV]Cinemark Downtown[PAN]name.genre[PAV]action	dlg-35db0b89-54fc-457d-84da-88c1d3c8a94a
<U>Late tonight, say around 9 ish. In Plainville and for 2.<C><U>I'd like to see a film tonight.<A>Sure, for which movie?<U>Uhm, 1917 I think.<A>Okay, for how many people and where and what time?	[A]Okay, one moment.	dlg-dd298f76-acbc-4779-a240-f8152506e108
<U>10:40 would work great!<C><U>Can you order some movie tickets for a friend and I?<A>Yes, I'll need some more information first.<U>I already know the movie I want to see. I'd like tickets for today at Legacy Monument Family 12 in Land's End Montana.<A>I see they have showtimes available for today.<U>Great, can you tell me what a couple other movies are about before I order?<PN>find_movies<PAN>name.theater<PAV>Legacy Monument Family 12<PAN>location<PAV>Land's End Montana<PR>find_movies<PRAN>name.movie<PRAV>Sam’s delight<PRAV>Far From You<PN>get_movie_attribute<PAN>attribute<PAV>description.plot<PAN>name.movie<PAV>Sam’s delight<PR>get_movie_attribute<PRAN>description.plot<PRAV>a rescued dog introduces joy into a family struck by COVID-19<PN>get_movie_attribute<PAN>name.movie<PAV>Far From You<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>a story of two lovers making the best of living across a closed European border during the COVID-19 outbreak<A>Sam’s delight is about a rescued dog introduces joy into a family struck by COVID-19.Far From You is about a story of two lovers making the best of living across a closed European border during the COVID-19 outbreak.<U>I think we'd rather see Far From You. That seems really interesting.<A>How many tickets do you need?<U>Two, one for my friend and I<A>Do you want me to place an order for you now?<U>Yes please. Can you give me the showtimes?<PN>find_showtimes<PAN>name.movie<PAV>Far From You<PAN>name.theater<PAV>Legacy Monument Family 12<PAN>date.showing<PAV>today<PAN>time.preference<PAV>any<PR>find_showtimes<PRAN>time.showing<PRAV>8:40pm<PRAV>10:40pm<A>8:40pm and 10:40pm	[A]I'll submit your order now but will need to confirm I have the information right. You need two tickets for today at 10:40 to see Far From You at Legacy Monument Family 12 in Land's End Montana.	dlg-e7dc31fe-3f8d-4d88-a15b-c902b29ab80f
<U>Can you tell me type of movie it is, or what the story line is?<C><U>I want to go to the movies this evening.<A>Sure. What movie would you like to see?<U>I don't know, can you tell me they're showing at Boulevard 14 Cinema in Petaluma, CA?<PN>resolve_theater<PAN>name.theater<PAV>Boulevard 14 Cinema<PAN>location<PAV>Petaluma, California<PR>resolve_theater<PRAN>name.theater<PRAV>Boulevard 14 Cinema<PN>find_movies<PAN>name.theater<PAV>Boulevard 14 Cinema<PAN>location<PAV>Petaluma, California<PR>find_movies<PRAN>name.movie<PRAV>No Time To Die<PRAV>Mulan<PRAV>Emma<A>OK. Boulevard 14 Cinema in Petaluma, California is showing three movies: No Time To Die, Mulan, and Emma.<U>Oh, ok. What is Mulan about?<A>Sure. What specifically would you like to know?	[PN]get_movie_attribute[PAN]attribute[PAV]description.plot[PAN]name.movie[PAV]Mulan	dlg-85879755-3ddb-487c-8261-dbb7600830e9
<U>What about professional critics?<C><U>I think I'd like to see a film today, can you look up what is playing at local theaters?<PN>find_movies<PAN>location<PAV>Austin, Texas:<PR>find_movies<PRAN>name.movie<PRAV>Birds of Prey<PRAV>Bad Boys for Life<PRAV>1917<PRAV>The Photograph<PRAV>Dolittle<A>I found the following movies in Austin, Texas: Dolittle, Birds of Prey, Bad Boys for Life, 1917, The Photograph and many others.<U>Sounds like quite a selection, what can you tell me about 1917<PN>get_movie_attribute<PAN>name.movie<PAV>1917<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>During World War I, two British soldiers -- Lance Cpl. Schofield and Lance Cpl. Blake -- receive seemingly impossible orders. In a race against time, they must cross over into enemy territory to deliver a message that could potentially save 1,600 of their fellow comrades -- including Blake's own brother<A>1917 has the following synopsis: During World War I, two British soldiers -- Lance Cpl. Schofield and Lance Cpl. Blake -- receive seemingly impossible orders. In a race against time, they must cross over into enemy territory to deliver a message that could potentially save 1,600 of their fellow comrades -- including Blake's own brother.<U>That sounds like a fantastic film, what else can you tell me about it?<A>It has been hailed as a top notch experience for cinematography, as the movie was shot in one long continuous scene.<U>That's extremely impressive. What are the review sites saying?<PN>get_movie_attribute<PAN>name.movie<PAV>1917<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>8.5 on IMDb<PN>get_movie_attribute<PAN>name.movie<PAV>1917<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>89% on Rotten Tomatoes<PN>get_movie_attribute<PAN>name.movie<PAV>1917<PAN>attribute<PAV>review.audience<PR>get_movie_attribute<PRAN>review.audience<PRAV>91% on Google<A>The movie has the following scores: 8.5 on IMDb, 89% on Rotten Tomatoes, 91% on Google Reviews.	"[A]Paul Assay from Plugged In said: ""World War I is perhaps unequaled in its horrific brutality. 1917 takes us into that horror and doesn’t let us out of it for two hours."""	dlg-bd2746ed-e6d5-477a-90bb-4a73b0c1f80d
"<U>confirm.<C><U>i would like to but tickets for tonight.<A>OK. Can you tell me the city and state where the theater is located?<U>i'm looking for theater in Santa Barbara, California.<PN>find_theaters<PAN>location<PAV>Santa Barbara, California<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>AMC Mercado 24<A>I see two theaters, AMC Mountain 16 and AMC Mercado 24. Are you interested in a particular movie?<U>I like these theaters because it i close to my residence and it gives a pleasant atmosphere.<A>OK. Is there a movie you have in mind?<U>you don't really know what's playing-in your own word, ofcourse.<A>Sure. Do you have a favorite genre?<U>what does genre mean?<A>Genre is the movie category, like comedy, drama, action, etc.<U>Oh thanks. i would like to go for action.<PN>find_movies<PAN>name.theater<PAV>AMC Mountain 16<PAN>name.genre<PAV>action<PR>find_movies<PRAN>name.movie<PRAV>No Time To Die<A>Ok. Let’s see what action films are out.<PN>find_movies<PAN>name.theater<PAV>AMC Mercado 24<PAN>name.genre<PAV>action<PR>find_movies<PRAN>name.movie<PRAV>empty<A>I found one action movie at AMC Mountain 16: No Time To Die.<U>what's the show timing for ""No Time To Die""?<A>One moment.<PN>find_showtimes<PAN>name.theater<PAV>AMC Mountain 16<PAN>date.showing<PAV>tonight<PAN>name.movie<PAV>No Time To Die<PR>find_showtimes<PRAN>time.showing<PRAV>4:30pm<PRAV>6:40pm<PRAV>9:10pm<A>Remaining showtimes for No Time To Die are 4:30pm, 6:40pm and 9:10pm.<U>i choose 9:10pm.<A>Got it. And how many tickets?<U>Three people including me.<A>All right. Let me confirm that you’d like three tickets for No Time To Die at AMC Mountain 16 tonight at 9:10pm. Is that all correct?"	[A]Is it OK to go ahead and purchase these tickets?	dlg-5ec7c56f-1cfe-4780-871c-2ff5fe9883ff
<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<C><U>I want to find a movie in theater near Beckley, WV, what's the one with the Creeper?<PN>resolve_movie<PAN>name.movie<PAV>The movie about the Creeper?<PR>resolve_movie<PRAN>name.movie<PRAV>The Tax Collector.<A>Happy to help! Let me just confirm that the movie you're talking about is The Tax Collector.. Is that right?<U>That’s right.<PN>find_theaters<PAN>name.movie<PAV>The Tax Collector.<PAN>location<PAV>Beckley, WV.<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>Cinemark Plaza 24<A>OK. The Tax Collector. is playing at both AMC Mountain 16 and Cinemark Plaza 24 in Beckley, WV..<U>What is the name of the movie that is based off of a Frances Burnett novel?<A>Let me check.<PN>resolve_movie<PAN>name.movie<PAV>Frances Burnett novel?<PR>resolve_movie<PRAN>name.movie<PRAV>Secret Garden.<A>I found some titles that might be what you're thinking of. The first is Long Way To Darkness. The second is Secret Garden.. Are either of those the one you want?<U>The Secret Garden is it.<A>Great let me check theaters.<U>OK.<PN>find_theaters<PAN>name.movie<PAV>Secret Garden.<PAN>location<PAV>Beckley, WV.	[A]I looks like Secret Garden. is only playing at AMC Mountain 16.	dlg-ebb90683-9205-4263-bbc4-556994d56302
<U>I would like movies with action.<C><U>I would like to buy movie tickets for tonight.<A>OK. Can you tell me the city and state where the theater is located?<U>Finally, I can go to the movies. It feels so good.<A>Great. Can you tell me the city and state where you plan to see the movie?<U>Yeah, it is in Santa Barbara, California.<A>Got it. Are you interested in a particular movie?<U>Yeah, there's a lot of theatres in that city.<A>OK. Is there a movie you have in mind?	[PN]find_theaters[PAN]location[PAV]Santa Barbara, California	dlg-eb6cd8ed-1d73-4864-ba3e-04d69ca2adc9
<U>I'd pay you more if I could, you know that, but just like movie makers this company has lost touch with helping people, and allowing people to enjoy life, and be happy, it's all just about the bottom line, and how much money they can make for as little invested as possible.<C><U>Did you know that new joker movies is the highest grossing R rated movie in history now?<A>I can see that, it's quite the commentary on how our society is handling mental health right now plus everyone loves routing for the bad guy now.<U>That must be why there is another Maleficent movie out. They have really given her a traumatic back story. It's really intriguing now horrible people can be to each other. I'm always curious how people can be so cruel to each other. I think that's why true crime is also all the rage now.<A>I think that's why zombie movies like Zombieland might be funny and light hearted on the surface, but it really shows that when society's law and order breaks down we are really in it for ourselves and would kill to get what we want.<U>Personally I think all the movies are really depressing right now. When I see so much injustice in our government and on the news I just want something funny, and not depressing funny to sit back and watch. It might be why I haven't gone to a movie in awhile.<PN>find_movies<PAN>description.other<PAV>all the movies are really depressing right now. When I see so much injustice in our government and on the news I just want something funny, and not depressing funny to sit back and watch. It might be why I haven't gone to a movie in awhile<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>The Addams Family<A>Maybe you should go and see The Addams Family, it's a cartoon and you've said how much you like watching it as a kid.<U>I know, but even that is a commentary about how people want to destroy people who don't fit the mold and who are happy being themselves.<A>Then maybe go watch something that will pump you up, and make a girls night of it.<U>You're right I would love a girls night out, I heard that Hustlers with Jlow in it is about some bad ass women.<A>But you just said you didn't want to see anything that was depressing commentary on society and it's based on a real life story, where women drug and rob men.<U>Fine, then what I really need is something completely unreal and unbelievable, like IT chapter 2, to get me in the Halloween sprite.<A>But that's still could be a commentary on society. On how the streets are not safe for anyone, and how you can't find solace in your childhood.<U>This is exactly why I don't go to the movies any more. It's either depressing or they have remade or butchered a movie I use to love. There is even a new Terminator out, and it's like who care if it doesn't have Arnold in it.<A>This is why we all sit at home alone and stream the same movies over and over again. Like Eat Pray Love, not like you pay me enough to ever take time off or to ever travel the world.	[A]It's like movie critics, they can't agree on what's good either. They hate the movies that bring back the fun of going to them. They want gritty and raw, but when it's given to them like the joker movie, they think it's too barbaric. There's no winning. You're right it's all depressing,	dlg-8991138b-2804-4f5d-b522-5a53c0827615
<U>Yes.<C><U>Hey, I want to order movie tickets.<A>Okay, great. Where will you be going to see the movies?<U>I want to go to the Marcus Theatres.<A>Okay. What would you like to see?<U>I want to see Frozen 2.<A>Okay, how many tickets?<U>4 tickets<A>Okay. What time will you be wanting to see it?<U>I want to see it at 7:00 PM<A>Okay, and do you want to watch it IMAX?<U>No, I do not.<A>Okay. Let me check.<U>Okay.<PN>check_tickets<PAN>name.movie<PAV>Frozen 2<PAN>name.theater<PAV>Marcus<PAN>num.tickets<PAV>4<PAN>time.preference<PAV>7:00 PM<PAN>date.showing<PAV>today<PAN>seating<PAV>any<PR>check_tickets<PRAN>status<PRAV>unavailable<A>It looks like that movie is sold out for that theatre. Would you like to try something else?<U>Yes. Actually, let's go with the Legos movie at 9:00pm at AMC Theatre.<A>Okay. Do you still need 4 tickets?	[A]Will you be watching IMAX?	dlg-83e8ec01-e0da-4e8a-a75d-cec002bc9414
<U>No, I wanted the 9:30 PM showing.<C><U>I'd like to see a movie tonight.<A>Okay, any particular one in mind?<U>Gretel & Hansel looks interesting.<A>Is it a ticket for just you?<U>Yes, just me tonight.<A>Which theater would you like me to book it for?<U>AMC Philadelphia Mills; it's the closest.<A>What time would you like?<U>After 8 PM would be great.<PN>find_showtimes<PAN>name.movie<PAV>Gretel & Hansel<PAN>name.theater<PAV>Philadelphia Mills AMC<PAN>date.showing<PAV>tonight<PAN>time.preference<PAV>After 8 PM<PR>find_showtimes<PRAN>time.showing<PRAV>empty<A>Sorry, there's no showing for that movie around that time at Philadelphia Mills AMC.<U>Alright, what about Woodhaven AMC?<PN>find_showtimes<PAN>name.movie<PAV>Gretel & Hansel<PAN>name.theater<PAV>Woodhaven AMC<PAN>date.showing<PAV>tonight<PAN>time.preference<PAV>After 8 PM<PR>find_showtimes<PRAN>time.showing<PRAV>7 PM<PRAV>9:30 PM<A>Yes, it has a 7 PM and 9:30 PM showing.<U>Okay, that's great.<A>There's also a showing for Neshaminy AMC, as well.<U>No, that's okay. I'm fine with Woodhaven AMC.<A>Okay, so that's one ticket for Gretel & Hansel at AMC Woodhaven for 7 PM tonight.	[A]Sorry; one ticket for Gretel & Hansel at AMC Woodhaven for 9:30 PM tonight.	dlg-4c54a7aa-71f4-451a-825b-53b9c9f238f1
<U>What's the name of the movie where Martin Lawrence and Will Smith play cons?<C><U>I'd like to find theatre information for the movie that has Robert Downey, Jr. talking to animals.<PN>resolve_movie<PAN>name.movie<PAV>The one with Robert Downey, Jr. who talks to animals<PR>resolve_movie<PRAN>name.movie<PRAV>Doolittle<A>Happy to help! Let me just confirm that the movie you're talking about is Doolittle. Is that right?<U>That’s right.<PN>find_theaters<PAN>name.movie<PAV>Doolittle<PAN>location<PAV>Raleigh, NC<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>Cinemark Plaza 24<A>OK. Doolittle is playing at both AMC Mountain 16 and Cinemark Plaza 24 in Raleigh, NC.	[A]Let me check.[PN]resolve_movie[PAN]name.movie[PAV]The comedy with Martin Lawrence and Will Smith play cops	dlg-b55262fb-699b-4831-931c-6b70d71fccb9
