<PR>find_showtimes<PRAN>time.showing<PRAV>1:00PM<C><U>Is the new Birds of Prey movie showing at the Bel Air Luxury Cinema?<PN>find_movies<PAN>name.theater<PAV>Bel Air Luxury Cinema<PAN>description.other<PAV>new<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>Birds of Prey<A>Yes. Birds of Prey is being shown at the Bel Air Luxury Cinema.<U>What is the movie rated?<PN>get_movie_attribute<PAN>name.movie<PAV>Birds of Prey<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>Rated-R<A>The movie is Rated-R.<U>Is there a matinee showing of the movie around 10:00AM?<PN>find_showtimes<PAN>name.movie<PAV>Birds of Prey<PAN>name.theater<PAV>Bel Air Luxury Cinema<PAN>date.showing<PAV>today<PAN>time.preference<PAV>around 10:00AM<PR>find_showtimes<PRAN>time.showing<PRAV>empty<A>Unfortunately, there is no matinee showing of this film at 10:00AM in any nearby theaters. Is there any other times you would prefer?<U>No. I want to see a movie at 10:00AM.<A>Do you have any other movie preferences?<U>What about Sonic the Hedgehog at the Devonshire Mall theater?<PN>find_movies<PAN>name.theater<PAV>Devonshire Mall<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>Sonic the Hedgehog<PN>find_showtimes<PAN>name.movie<PAV>Sonic the Hedgehog<PAN>name.theater<PAV>Devonshire Mall<PAN>date.showing<PAV>today<PAN>time.preference<PAV>around 10:00AM<PR>find_showtimes<PRAN>time.showing<PRAV>empty<A>Sonic the Hedgehog is playing at Devonshire Mall theater, but there are no showings around 10:00AM.<U>I may be able to change my showtime preference to 1:00PM. Are the Birds of Prey or Sonic the Hedgehog movies playing around 1:00PM?<PN>find_theaters<PAN>name.movie<PAV>Birds of Prey<PAN>location<PAV>nearby<PR>find_theaters<PRAN>name.theater<PRAV>AMC Fairlane 21<PN>find_theaters<PAN>name.movie<PAV>Sonic the Hedgehog<PAN>location<PAV>nearby<PR>find_theaters<PRAN>name.theater<PRAV>AMC Fairlane 21<PN>find_showtimes<PAN>name.movie<PAV>Birds of Prey<PAN>name.theater<PAV>AMC Fairlane 21<PAN>date.showing<PAV>today<PAN>time.preference<PAV>1:00PM<PR>find_showtimes<PRAN>time.showing<PRAV>1:00PM<PN>find_showtimes<PAN>name.movie<PAV>Sonic the Hedgehog<PAN>name.theater<PAV>AMC Fairlane 21<PAN>time.preference<PAV>10:00AM<PAN>date.showing<PAV>today	[A]The AMC Fairlane 21 has 1:00PM showtimes for both Birds of Prey and Sonic the Hedgehog.	dlg-ab7bc910-e728-4339-b0f6-f4f9b5dc2c1b
<U>Yes same Movie theater. Same movie.<C><U>I want to see Dr. Dolittle at AMC Classic Westmoreland Greensburg.<A>What time do you want to go?<U>Please list available times.<PN>find_showtimes<PAN>name.movie<PAV>Dr. Dolittle<PAN>name.theater<PAV>AMC Classic Westmoreland Greensburg<PAN>date.showing<PAV>today<PAN>time.preference<PAV>any<PR>find_showtimes<PRAN>time.showing<PRAV>6:15<PRAV>9:15<A>6:15 and 9:15<U>I would like to see the 9:15 show.<A>How many tickets would you like?<U>I need 2 tickets for the 9:15 show.<A>Do you want to pick them up at the box office?<U>Yes please.<A>Ok I'll order 2 tickets for the 9:15 showing of Dr. Dolittle.<U>Wait I'll need 3 tickets now instead of 2.<A>Do you still want to go to the same movie theater?<U>Yes same movie theater.<A>Do you still want to see Dr. Dolittle?	[A]Ok so you want 3 tickets for the 9:15 showing of Dr Dolittle?	dlg-f9200c9a-c43a-4073-a072-91b24fe54574
<U>2<C><U>Hey, I'd like to see a movie.<A>Ok, what movie would you be interested in seeing?<U>Jojo Rabbit<A>How many tickets do you need?	[A]I see some openings for Jojo Rabbit in Columbus, is there a particular screening you would like?	dlg-a9edf945-33b2-47bc-a4ed-d5ea4dda8435
<U>Oops i am sorry i forgot the theater name. Can you please say it again?<C><U>I would like to watch a movie tonight.<A>OK. And in what city?<U>It should be Creek’s End, Oregon.<A>Creek’s End, Oregon. Got it. Is there a particular movie you have in mind?<U>I would like to see Mulan, everyone is saying much more about that movie.<PN>find_theaters<PAN>name.movie<PAV>Mulan<PAN>location<PAV>Creek’s End, Oregon<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>AMC Mercado 24<A>Sure. In Creek’s End, Oregon, I see that Mulan is showing in two theaters: AMC Mountain 16 and AMC Mercado 24.<U>I would prefer AMC Mercado 24 because that will be closer to me.<PN>find_showtimes<PAN>name.movie<PAV>Mulan<PAN>date.showing<PAV>tonight<PAN>name.theater<PAV>AMC Mercado 24<PR>find_showtimes<PRAN>time.showing<PRAV>5:00pm<PRAV>7:10pm<PRAV>9:45pm<A>No problem. It looks like tonight’s remaining showtimes for Mulan at AMC Mercado 24 are 5:00pm, 7:10pm, and 9:45pm. Which is best for you?<U>I choose 5:00pm show.<A>Great. And how many tickets?	[A]Sure, you chose AMC Mercado 24.	dlg-4168ea36-162b-4122-81d9-b113777fa28b
<U>The earliest one<C><U>Do you wanna see a movie tonight?<A>OK. And where will you be seeing the movie?<U>Just the closest one.<A>OK. Can you give me the city and state?<U>Creeks End, Oregon<A>Creek’s End, Oregon. Got it. Is there a particular movie you have in mind?<U>What about James Bond?<A>Ok. I think you are talking about No Time To Die. Does that sound right?<U>Yes that's what I was thinking.<PN>find_theaters<PAN>name.movie<PAV>No Time To Die<PAN>location<PAV>Creek’s End, Oregon<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>AMC Mercado 24<A>I think action movies are always a great choice. In Creek’s End, Oregon, I see that No Time To Die is showing in two theaters: AMC Mountain 16 and AMC Mercado 24.<U>Okay the second one.<PN>find_showtimes<PAN>name.movie<PAV>No Time To Die<PAN>date.showing<PAV>tonight<PAN>name.theater<PAV>AMC Mercado 24<PR>find_showtimes<PRAN>time.showing<PRAV>5:00pm<PRAV>7:10pm<PRAV>9:45pm<A>OK, AMC Mercado 24 it is.<U>What time is it showing?<A>It looks like tonight’s remaining showtimes for No Time To Die at AMC Mercado 24 are 5:00pm, 7:10pm, and 9:45pm. Which is best for you?	[A]OK, so you'd like 5:00pm. And how many tickets?	dlg-8d819990-25cf-457f-9f75-2a7535e3251c
<U>When will I get an e-mail with confirmation?<C><U>Movie theaters near Harrisburg, PA<PN>find_theaters<PAN>location<PAV>near Harrisburg, PA<PR>find_theaters<PRAN>name.theater<PRAV>Colonial Park Cinemas<PRAV>Regal Great Escape Harrisburg Mall<A>Colonial Park Cinemas and Regal Great Escape Harrisburg Mall would either of those work?<U>Colonial Park Cinemas would be ok<A>Would you like to hear some movies?<U>Yes!<PN>find_movies<PAN>location<PAV>near Harrisburg, PA<PAN>name.theater<PAV>Colonial Park Cinemas<PR>find_movies<PRAN>name.movie<PRAV>Sonic the Hedgehog<PRAV>The Invisible Man<PRAV>Brahms: The Boy II<PRAV>The Call of the Wild<PRAV>Fantasy Island<PRAV>Impractical Jokers: The Movie<PRAV>Knives Out<PRAV>My Boyfriend's Meds<PRAV>The Lodge<PRAV>Seberg<A>Sonic the Hedgehog, The Invisible Man, Brahms: The Boy II, The Call of the Wild, Fantasy Island, Impractical Jokers: The Movie, Knives Out, My Boyfriend's Meds, The Lodge, Seberg. Would any of these be ok?<U>The Lodge sounds interesting<A>Would you like to hear showtimes?<U>Yes<A>Which day?<U>Friday, but I think I'd rather go to Regal Great Escape Harrisburg Mall.<PN>find_showtimes<PAN>name.movie<PAV>The Lodge<PAN>name.theater<PAV>Regal Great Escape Harrisburg Mall<PAN>date.showing<PAV>Friday<PAN>time.preference<PAV>any<PR>find_showtimes<PRAN>time.showing<PRAV>11:00<PRAV>1:15<PRAV>4:00<PRAV>6:45<PRAV>8:15<A>Ok, 11:00, 1:15, 4:00, 6:45, 8:15<U>I need 4 tickets for 6:45<PN>check_tickets<PAN>name.movie<PAV>The Lodge<PAN>name.theater<PAV>Regal Great Escape Harrisburg Mall<PAN>num.tickets<PAV>4<PAN>time.showing<PAV>6:45<PAN>date.showing<PAV>Friday<PAN>seating<PAV>any<PR>check_tickets<PRAN>status<PRAV>available<A>They're available. Would you like me to make an order?<U>Yes please!<A>To confirm: I'm ordering 4 tickets for The Lodge at 6:45 at Regal Great Escape Harrisburg Mall on Friday?<U>Yes that's right!<PN>book_tickets<PAN>name.movie<PAV>The Lodge<PAN>name.theater<PAV>Regal Great Escape Harrisburg Mall<PAN>num.tickets<PAV>4<PAN>time.showing<PAV>6:45<PAN>date.showing<PAV>Friday<PAN>seating<PAV>any<PR>book_tickets<PRAN>status<PRAV>success<A>Your order has been processed.	[A]It will arrive within a few minutes and your tickets will be at the bottom of the e-mail.	dlg-c11acdb4-aef6-4f1b-a95b-9314c373e554
<U>three<C><U>i am interested in buying tickets for theatres<A>OK. And where will you be seeing the movie?<U>its creeks end, oregon<A>Creek’s End, Oregon. Got it. Is there a particular movie you have in mind?<U>yes, i am thinking about mulan<PN>find_theaters<PAN>name.movie<PAV>Mulan<PAN>location<PAV>Creek’s End, Oregon<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>AMC Mercado 24<A>Sure. Disney seems like a great choice. In Creek’s End, Oregon, I see that Mulan is showing in two theaters: AMC Mountain 16 and AMC Mercado 24.<U>i prefer amc mercado 24<PN>find_showtimes<PAN>name.movie<PAV>Mulan<PAN>date.showing<PAV>tonight<PAN>name.theater<PAV>AMC Mercado 24<PR>find_showtimes<PRAN>time.showing<PRAV>5:00pm<PRAV>7:10pm<PRAV>9:45pm<A>No problem. It looks like tonight’s remaining showtimes for Mulan at AMC Mercado 24 are 5:00pm, 7:10pm, and 9:45pm. Which is best for you?<U>i am ok with earliest one 5.00pm<A>Great. And how many tickets?	[A]All right. Let me confirm that you’d like three tickets for Mulan at AMC Mercado 24 tonight at 5:00pm. Is that all correct?	dlg-3e5b321b-a75d-4429-baae-d8bf62424613
<U>Alright, great. I just needed the show times. Thanks a lot.<C><U>Hi, I'm looking for some help with a few films that might be playing in Brooklyn, NY. One of the is a new horror movie. It stars Elisabeth Moss.<PN>resolve_movie<PAN>name.movie<PAV>A new horor movie with Elisabeth Moss<PR>resolve_movie<PRAN>name.movie<PRAV>The Invisible Man<A>Happy to help! Let me just confirm that the movie you're talking about is The Invisible Man. Is that right?<U>That’s right.<PN>find_theaters<PAN>name.movie<PAV>The Invisible Man<PAN>location<PAV>Brooklyn, NY<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>Cinemark Plaza 24<A>OK. The Invisible Man is playing at both AMC Mountain 16 and Cinemark Plaza 24 in Brooklyn, NY.<U>Okay, great. One of the other films is animated. I don't remember the name, I just remember it had something to do with two elves. I think they are brothers.<A>Let me check.<PN>resolve_movie<PAN>name.movie<PAV>The animated movie about two elf brothers.<PR>resolve_movie<PRAN>name.movie<PRAV>Onward<A>I found some titles that might be what you're thinking of. The first is Long Way To Darkness. The second is Onward. Are either of those the one you want?<U>Yes, It was called Onward, now I remember.<A>Great let me check theaters.<U>OK.<PN>find_theaters<PAN>name.movie<PAV>Onward<PAN>location<PAV>Brooklyn, NY<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<A>I looks like Onward is only playing at AMC Mountain 16.<U>Okay, the last film I also forgot the name of. All I remember is that it had something to do with a basketball coach.<A>The movie about a basketball coach. Let me see what I can find.<PN>resolve_movie<PAN>name.movie<PAV>The movie about a basketball coach<PR>resolve_movie<PRAN>name.movie<PRAV>_empty_<A>Unfortunately I cannot find any movie title that matches your description.<U>Alright, no big deal. Can you tell me what the show times are for The Invisible Man?<PN>find_showtimes<PAN>name.theater<PAV>AMC Mountain 16<PAN>name.movie<PAV>The Invisible Man<PR>find_showtimes<PRAN>time.showing<PRAV>4:30pm<PRAV>7:10pm<PRAV>9:45pm<A>Showtimes for The Invisible Man at AMC Mountain 16 are 4:30pm, 7:10pm, and 9:45pm.	[A]OK. I am happy to help. Talk to you next next. Goodbye.	dlg-077bf46b-655a-4feb-b73a-1fd8ad5d37ef
<PR>book_tickets<PRAN>status<PRAV>success<C><U>Hello I would like to get tickets ?<A>Ok what movie are you interested in ?<U>1917<A>Ok and what time ?<U>2:00 PM<A>And what theatre would you like ?<U>The grant amc<A>Ok and how many people ?<U>Four people<A>Ok and imax or standard<U>I would prefer imax<A>Ok so that is four tickets to see 1917 in imax. at the grant theatre at 2:30.<U>Yes<A>Ok .. let me see what we have ..<U>Ok ...<PN>find_showtimes<PAN>name.movie<PAV>1917<PAN>name.theater<PAV>grant amc<PAN>date.showing<PAV>today<PAN>type.screening<PAV>imax<PAN>time.preference<PAV>2:30<PR>find_showtimes<PRAN>time.showing<PRAV>3 pm<A>We have a 3 pm would that be ok ?<U>Yes, we can do the 3 pm instead of the 2:30.<A>Ok great hold while I book this ...<U>Ok ...<PN>book_tickets<PAN>name.movie<PAV>1917<PAN>name.theater<PAV>grant amc<PAN>num.tickets<PAV>Four<PAN>time.showing<PAV>3 pm<PAN>date.showing<PAV>today<PAN>seating<PAV>any	[A]You are all set !!	dlg-a65ab5f4-939d-423f-829c-b17d5242b696
<U>Can I get tickets for the 9:00pm show?<C><U>Hi. I am looking for a horror or action movie.<A>I can help you find one.<U>Great.<A>What is your location?<U>Spring Hills, Kansas.<PN>find_movies<PAN>location<PAV>Spring Hills, Kansas.<PAN>name.genre<PAV>horror or action<PR>find_movies<PRAN>name.movie<PRAV>Beyond the Storm<A>So there is an action movie playing in your area. It's called Beyond the Storm.<U>Where is it playing?<PN>find_theaters<PAN>name.movie<PAV>Beyond the Storm<PAN>location<PAV>Spring Hills, Kansas.<PR>find_theaters<PRAN>name.theater<PRAV>Cinemark Downtown<A>Cinemark Downtown.<U>Is there anything at the AMC?<PN>find_movies<PAN>name.theater<PAV>AMC<PAN>name.genre<PAV>horror or action<PAN>location<PAV>Spring Hills, Kansas.<PR>find_movies<PRAN>name.movie<PRAV>Shuttered<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>horror<A>There is a horror movie called Shuttered.<U>Sounds good. What times is it playing.<PN>find_showtimes<PAN>name.movie<PAV>Shuttered<PAN>name.theater<PAV>AMC<PAN>date.showing<PAV>today<PAN>time.preference<PAV>any<PR>find_showtimes<PRAN>time.showing<PRAV>3:00pm<PRAV>5:45<PRAV>9:00pm<A>3:00pm - 5:45 - 9:00pm.	[A]How many tickets do you need?	dlg-f44936b1-9db4-4019-b1c3-65db60bae4b1
<U>Yes, 2 for 5:10<C><U>I'm taking my friend to the movies tonight<A>That sounds nice. What are you seeing?<U>I need to know what's playing before I decide<A>Do you need showtimes?<U>Yes<A>What theater are you going to?<U>Mountain AMC 16<A>And what time of day?<U>Something around dinner, between 5 and 7 pm<PN>find_movies<PAN>name.theater<PAV>Mountain AMC 16<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>Mulan<PRAV>No Time to Die<PN>find_showtimes<PAN>name.movie<PAV>Mulan<PAN>name.theater<PAV>Mountain AMC 16<PAN>date.showing<PAV>tonight<PAN>time.preference<PAV>between 5 and 7 pm<PR>find_showtimes<PRAN>time.showing<PRAV>6:10<PN>find_showtimes<PAN>name.movie<PAV>No Time to Die<PAN>name.theater<PAV>Mountain AMC 16<PAN>date.showing<PAV>tonight<PAN>time.preference<PAV>between 5 and 7 pm<PR>find_showtimes<PRAN>time.showing<PRAV>5:10<A>Mulan is playing at 6:10 and No Time to Die is playing at 5:10<U>Mulan sounds great<A>So two tickets to MUlan at 6:10?<U>Wait, on second thought, they'd like No Time to Die better<A>So you want tickets to No Time to Die?	[A]Great, I'm placing an order for 2 tickets to No Time to Die at 5:10 PM at Mountain AMC 16, correct?	dlg-3262e1e0-9697-4b9a-ac88-4f0791bb4a17
<U>Stop. AMC Mountain 16<C><U>I want to buy movie tickets for AMC Mountain 16<A>No problem. Is there a particular type of movie you’re looking for?<U>Action Movies<A>Sure. I can help with that. Let me check listings at AMC Mercado 24.	[A]Oh, sorry about that. So you’re interested in action films at AMC Mountain 16, right?	dlg-9823a0a8-628c-44e2-8bd8-f2beb7e08293
<PR>get_movie_attribute<PRAN>description.plot<PRAV>involves a troubled teen who tries to get his elderly neighbor to realize that things are not like they seem<C><U>Hey, we are in Spring Hills, Kansas and we want to know if you have anything available in the early afternoon, around 1 or 2 pm at either the AMC Holiday Theater or the Cinemark Downtown?<A>How many tickets will you need?<U>There is going to be four of us. Two adults and two children. We want to see what is playing. The kids are thirteen and fourteen so PG-13 is fine but nothing R rated.<A>Sure, I will check that for you.<U>Thank you.<PN>find_movies<PAN>description.other<PAV>PG-13 is fine but nothing R rated<PAN>location<PAV>Spring Hills, Kansas<PR>find_movies<PRAN>name.movie<PRAV>Backcountry<PRAV>Beyond the Storm<PRAV>Not My Problem<PN>find_theaters<PAN>name.movie<PAV>Backcountry<PAN>location<PAV>Spring Hills, Kansas<PR>find_theaters<PRAN>name.theater<PRAV>Cinemark Downtown<PN>find_theaters<PAN>name.movie<PAV>Beyond the Storm<PAN>location<PAV>Spring Hills, Kansas<PR>find_theaters<PRAN>name.theater<PRAV>Cinemark Downtown<PN>find_theaters<PAN>name.movie<PAV>Not My Problem<PAN>location<PAV>Spring Hills, Kansas<PR>find_theaters<PRAN>name.theater<PRAV>AMC Holiday Theater<A>Well, as far as early afternoon I have a few showtimes available. Movies suitable for the kids would be Backcountry playing at the Cinemark Downtown. Beyond the Storm, also at the Cinemark and Not My Problem playing at the AMC Holiday Theater.<U>Okay. Give me some info about Beyond the Storm and Not My Problem. My two kids have already seen Backcountry.<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond the Storm<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>PG-13<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond the Storm<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>James Cameron<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond the Storm<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>It is the story of a North Sea fishing crew that gets caught up in bad weather and the mystery of whether or not their is a traitor amongst the crew<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond the Storm<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>It has a Rotten Tomatoes score of 81%<A>Sure. Beyond the Storm is rated PG-13 and is directed by Academy Award Winning Director James Cameron. It is the story of a North Sea fishing crew that gets caught up in bad weather and the mystery of whether or not their is a traitor amongst the crew. It has a Rotten Tomatoes score of 81%.<U>That sounds interesting. I like James Cameron movies. What times do you have?<PN>find_showtimes<PAN>name.movie<PAV>Beyond the Storm<PAN>name.theater<PAV>Cinemark Downtown<PAN>date.showing<PAV>today<PAN>time.preference<PAV>early afternoon, around 1 or 2 pm<PR>find_showtimes<PRAN>time.showing<PRAV>1:30 pm<PRAV>3:40 pm<A>At the Cinemark, there is a 1:30 pm and a 3:40 pm showing of Beyond the Storm.<U>The first one might work. But what about the other one?<PN>get_movie_attribute<PAN>attribute<PAV>name.genre<PAN>name.movie<PAV>Not My Problem<PR>get_movie_attribute<PRAN>name.genre<PRAV>comedy<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>PG-13<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Matt Damon<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Noah Schnapp<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>It has a Rotten Tomatoes score of 72%<PN>get_movie_attribute<PAN>name.movie<PAV>Not My Problem<PAN>attribute<PAV>description.plot	[PN]find_showtimes[PAN]name.movie[PAV]Not My Problem[PAN]name.theater[PAV]AMC Holiday Theater[PAN]date.showing[PAV]today[PAN]time.preference[PAV]early afternoon, around 1 or 2 pm	dlg-521f9e44-48b7-4893-bdd8-323de9cb8b24
<U>Yes, we will need 5 together.<C><U>Good afternoon we would like to see a movie tonight.<A>What type of movie would you like to see?<U>We would like to see a scary movie please.<A>Do you have a movie in mind or would you like a list?<U>If you could tell me a few playing now that would be great.<A>What area are you seeing the movie?<U>We are in Dallas.<A>What time would you like to see the movie?<U>At 7:00 please.<A>The Turning is playing in Dallas, Underwater is also playing now.<U>We will book tickets for The Turning please.<A>How many tickets will you need?<U>We need 5 tickets .<A>What theater in Dallas would you like to see The Turning at, and what type of screening would you like?<U>We would like to see it at Studio Movie grill, and just standard will be good. Thank you.<PN>find_theaters<PAN>name.movie<PAV>The Turning<PAN>location<PAV>Dallas<PR>find_theaters<PRAN>name.theater<PRAV>Studio Movie grill<A>Searching for the tickets now.<U>Thank you.<A>You said you need 5 tickets right?	[PN]check_tickets[PAN]name.movie[PAV]The Turning[PAN]name.theater[PAV]Studio Movie grill[PAN]num.tickets[PAV]5[PAN]time.preference[PAV]7:00[PAN]date.showing[PAV]today[PAN]seating[PAV]any	dlg-4f1dbf16-3bc1-4d13-9036-08e3fa3f30b9
<U>Oh too bad.<C><U>I really like romantic comedies, can you recommend any?<A>do you have any favorite actors?<U>I like Kate Hudson.<A>She wasn't in any of the romantic comedies from last year.	[PN]find_movies[PAN]name.genre[PAV]romantic comedies[PAN]location[PAV]nearby	dlg-3cc2bb8f-1f00-4cb3-a1ca-ce6b65257842
<U>none<C><S><A>Hello. How can I help you?<U>i want some movie tickets<PN>find_movies<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>No Time To Die<A>Happy to help! Let me just confirm that the movie name is No Time To Die. Is that right?<U>yes thats right<A>OK. Would you mind giving me the city and state where you’d like to see your movie?<U>i like to see movie in california<PN>resolve_location<PAN>location<PAV>california<PR>resolve_location<PRAN>location<PRAV>San Francisco, California<A>OK. San Francisco, California. One moment.<U>yes,thats right<PN>find_theaters<PAN>name.movie<PAV>No Time To Die<PAN>location<PAV>San Francisco, California<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>Cinemark Plaza 24<A>OK. No Time To Die is currently playing at AMC Mountain 16 and Cinemark Plaza 24 in San Francisco, California. Do you have a preference?<U>yes<A>OK. Let me showtimes at AMC Mountain 16.<U>kk.show the timing<PN>find_showtimes<PAN>name.movie<PAV>No Time To Die<PAN>name.theater<PAV>AMC Mountain 16<PAN>date.showing<PAV>today<PAN>time.preference<PAV>any<PR>find_showtimes<PRAN>time.showing<PRAV>4:30pm<PRAV>6:40pm<PRAV>9:10pm<A>Remaining showtimes for No Time To Die are 4:30pm, 6:40pm and 9:10pm.<U>9.10 timing is kk<A>Got it. And how many tickets?<U>i want three tickets<A>All right. Let me confirm that you’d like three tickets for No Time To Die at AMC Mountain 16 tonight at 9:10pm. Is that all correct?<U>yes correct<A>Is it OK to go ahead and purchase these tickets?<U>yes confirm<PN>book_tickets<PAN>name.movie<PAV>No Time To Die<PAN>name.theater<PAV>AMC Mountain 16<PAN>num.tickets<PAV>three<PAN>time.showing<PAV>9:10pm<PAN>date.showing<PAV>tonight<PAN>seating<PAV>any<PR>book_tickets<PRAN>status<PRAV>success<A>OK. Your tickets are purchased and details for how to proceed have been sent to your email address. Can I help with anything else?	[A]OK. Enjoy your movie!	dlg-bd5be726-59c5-464e-b3bc-193cbd956038
