"<PR>get_movie_attribute<PRAN>name.person<PRAV>Ryan Reynolds<C><U>Good morning! I think I would like to see a movie tomorrow.<A>Wonderful! I can certainly help with booking that for you.<U>The problem is I am not sure what I want to see. I am in the mood for either a romantic comedy or horror film.<PN>find_movies<PAN>name.genre<PAV>romantic comedy or horror<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>'Family Jewels'<PRAV>'Shuttered'<PN>get_movie_attribute<PAN>name.movie<PAV>'Family Jewels'<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Romantic Comedy<PN>get_movie_attribute<PAN>name.movie<PAV>'Family Jewels'<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>famous diamond dealer leaves his European life in Antwerp to pursue a less than genuine romance with an American con artist""<PN>get_movie_attribute<PAN>name.movie<PAV>'Family Jewels'<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes score of 69%<PN>get_movie_attribute<PAN>name.movie<PAV>'Family Jewels'<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Melissa McCarthy<PN>get_movie_attribute<PAN>name.movie<PAV>'Family Jewels'<PAN>attribute<PAV>name.person"	"[A]There are movies showing in both those genres. 'Family Jewels' is a Romantic Comedy with a Rotten Tomatoes score of 69%. Synopsis of this movie is ""a famous diamond dealer leaves his European life in Antwerp to pursue a less than genuine romance with an American con artist"" It stars Melissa McCarthy and Ryan Reynolds."	dlg-7cf36373-91dd-4782-b548-d20522f007dd
<PR>book_tickets<PRAN>status<PRAV>success<C><U>Hi, I'm looking to grabs some movie tickets for tonight.<A>OK. Can you tell me the city and state where the theater is located?<U>I can't believe theaters are finally opened up, it's been a long time since I've seen a film in theaters, I can't wait.<A>Great. Can you tell me the city and state where you plan to see the movie?<U>Sure, in the Santa Barbara, California area.<A>Got it. Are you interested in a particular movie?<U>I believe there are a bunch of theaters in my town, so any of them would be fine.<A>OK. Is there a movie you have in mind?<U>I don't have a title in mind, I think something with action would be good.<PN>find_theaters<PAN>location<PAV>Santa Barbara, California<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>AMC Mercado 24<PN>find_movies<PAN>name.theater<PAV>AMC Mountain 16<PAN>name.genre<PAV>action<PR>find_movies<PRAN>name.movie<PRAV>No Time To Die<A>Ok. Let’s see what action films are out in that area.<PN>find_movies<PAN>name.theater<PAV>AMC Mercado 24<PAN>name.genre<PAV>action<PR>find_movies<PRAN>name.movie<PRAV>empty<A>I found one action movie at AMC Mountain 16: No Time To Die. Are you interested in that one?<U>My friends and I tend to stick to action because you can't really go wrong with that choice. My best friend is an action film nut.<A>OK. Are you interested in this movie though?<U>Oh yeah, what are the showtimes for it?<PN>find_showtimes<PAN>name.theater<PAV>AMC Mountain 16<PAN>date.showing<PAV>tonight<PAN>name.movie<PAV>No Time To Die<PR>find_showtimes<PRAN>time.showing<PRAV>4:30pm<PRAV>6:40pm<PRAV>9:10pm<A>OK. Remaining showtimes for No Time To Die at AMC Mountain 16 are 4:30pm, 6:40pm and 9:10pm.<U>I think the 9:10pm show would be the best for the group.<A>Got it. And how many tickets?<U>There are only a few of us going.<A>All right. Let me confirm that you’d like three tickets for No Time To Die at AMC Mountain 16 tonight at 9:10pm. Is that all correct?<U>Yes, this is going to be great. I can't wait.<A>I hear you. Can you confirm the details are correct?<U>Yes, that's all correct.<A>Awesome. Is it OK to go ahead and purchase these tickets?<U>Yes, go ahead.<PN>book_tickets<PAN>name.movie<PAV>No Time To Die<PAN>name.theater<PAV>AMC Mountain 16<PAN>time.showing<PAV>4:30pm<PAN>num.tickets<PAV>three<PAN>date.showing<PAV>tonight	[A]OK. Your tickets are purchased and details for how to proceed have been sent to your email address. Can I help with anything else?	dlg-7ea403df-ff68-47f5-b1bc-9e2b37cc0d84
<PR>get_movie_attribute<PRAN>description.plot<PRAV>It is about a girl, an architect. In her life things go from bad to weird when she gets knocked unconscious during a subway mugging and magically wakes up to find herself in an alternate universe<C><U>Hello, I would love you to recommend me a movie, one of the latest movies, that is comedy, that makes you feel happy and laugh a lot while watching. A movie that me and my friends will like to watch and spend nice evening.<PN>find_movies<PAN>name.genre<PAV>comedy<PAN>description.other<PAV>that makes you feel happy and laugh a lot while watching<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>''Isn't It Romantic''<PN>get_movie_attribute<PAN>attribute<PAV>description.plot<PAN>name.movie<PAV>''Isn't It Romantic''	[A]Hello, Great. I can help you with that. Have you watched ''Isn't It Romantic'' movie? It is very nice movie, It is about a girl, an architect. In her life things go from bad to weird when she gets knocked unconscious during a subway mugging and magically wakes up to find herself in an alternate universe. It is one of 2019's best comedies and I guess you gonna like it.	dlg-5258862c-8de3-4243-85f1-99650fde3f85
<PR>get_movie_attribute<PRAN>description.plot<PRAV>It's open season on Harley Quinn when her explosive breakup with the Joker puts a big fat target on her back. Unprotected and on the run, Quinn faces the wrath of narcissistic crime boss Black Mask, his right-hand man, Victor Zsasz, and every other thug in the city. But things soon even out for Harley when she becomes unexpected allies with three deadly women -- Huntress, Black Canary and Renee Montoya<C><U>I think I'd like to see a movie, can you tell me what is playing in local theaters for Austin, Texas?<PN>find_movies<PAN>location<PAV>Austin, Texas<PR>find_movies<PRAN>name.movie<PRAV>1917<PRAV>Birds of Prey<PRAV>Bad Boys for Life<PRAV>Doolittle<PRAV>Gretel and Hansel<PRAV>The Gentlemen<A>I see the following movies playing in Alan, Texas: 1917, Birds of Prey, Bad Boys for Life, Doolittle and several others.<U>No sorry, I wanted you to look in Austin, Texas.<A>Sorry, I see the following movies playing in Austin, Texas: 1917, Birds of Prey, Bad Boys for Life, Doolittle and several others.<U>Tell me more about Birds of Prey, I haven't heard of that movie.<PN>get_movie_attribute<PAN>name.movie<PAV>Birds of Prey<PAN>attribute<PAV>description.plot	[A]Here is the plot synopsis for Birds of Prey: It's open season on Harley Quinn when her explosive breakup with the Joker puts a big fat target on her back. Unprotected and on the run, Quinn faces the wrath of narcissistic crime boss Black Mask, his right-hand man, Victor Zsasz, and every other thug in the city. But things soon even out for Harley when she becomes unexpected allies with three deadly women -- Huntress, Black Canary and Renee Montoya.	dlg-f095a59c-7d52-47d2-8654-cbee42c9e9d3
"<PR>get_movie_attribute<PRAN>name.genre<PRAV>Romantic Comedy<C><U>I'm looking for info on movies currently playing in Spring Hills, Kansas, please.<A>Okay. Searching for movies currently playing in Spring Hills, Kansas. Five movies are currently playing. How else can I help you?<U>Skip ""G"" rated ""kiddie"" movies or horror films. We want to see an adult movie. An R rating is okay.<PN>find_movies<PAN>location<PAV>Spring Hills, Kansas<PAN>description.other<PAV>an adult movie<PR>find_movies<PRAN>name.movie<PRAV>""Family Jewels""<PRAV>""Beyond The Storm""<PN>get_movie_attribute<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>R<PN>get_movie_attribute<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Romantic Comedy<PN>get_movie_attribute<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Action<PN>get_movie_attribute<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>PG-13<A>One currently playing movie is rated R. Movie #1 is classified as a Romantic Comedy. Movie #2 is classified as an Action film and is rated PG-13.<U>Tell me more about the romantic comedy.<PN>get_movie_attribute<PAN>name.movie<PAV>""Family Jewels""<PAN>attribute<PAV>name.genre"	"[PN]get_movie_attribute[PAN]name.movie[PAV]""Family Jewels""[PAN]attribute[PAV]rating.movie"	dlg-42762b62-1097-40f3-bcb2-e97dc3548994
<U>Yes. Everything is in order. Book the tickets.<C><U>I want to buy two tickets for a showing of 1917.<A>What day did you want to buy tickets for?<U>I want to buy tickets for today. February 24th.<A>Did you have a theater in mind?<U>Yes. I wanted to see the movie at East Point Movies 10.<A>Unfortunately, 1917 is not showing at this theater. Did you have another theater in mind?<U>Let's check West Nursery 14.<PN>find_showtimes<PAN>name.movie<PAV>1917<PAN>name.theater<PAV>West Nursery 14<PAN>date.showing<PAV>February 24th<PAN>time.preference<PAV>any<PR>find_showtimes<PRAN>time.showing<PRAV>6:45PM<PRAV>9:35PM<A>There are currently two more showings today for 1917 at this theater. One at 6:45PM and one at 9:35PM.<U>Is Gretel and Hansel playing at this theater?<A>Yes, Gretel and Hansel is playing at this theater.<U>Does it have a showtime around 5:00PM for today?<PN>find_showtimes<PAN>name.movie<PAV>Gretel and Hansel<PAN>name.theater<PAV>West Nursery 14<PAN>date.showing<PAV>February 24th<PAN>time.preference<PAV>around 5:00PM<PR>find_showtimes<PRAN>time.showing<PRAV>5:00PM<A>Yes. Gretel and Hansel has a 5:00PM showtime.<U>I am going to get two tickets for Gretel and Hansel instead.<A>Great. Have you looked at the seating map and picked out your seats yet?<U>No. Please choose my seats for me. I just want to sit in the back of the theater if possible.<A>Will do. How would you like to pay for your tickets?<U>I will use the checking account that is associated with my account.<A>I will be booking two tickets for February 24th's 5:00PM showing of Gretel and Hansel at the West Nursery 14. I have selected seats B1 and B2. You will be paying with your associated checking out. Is this correct?	[PN]book_tickets[PAN]name.movie[PAV]Gretel and Hansel[PAN]name.theater[PAV]West Nursery 14[PAN]num.tickets[PAV]two[PAN]date.showing[PAV]February 24th[PAN]seating[PAV]B1 and B2[PAN]time.showing[PAV]5:00PM	dlg-f8839d21-80b0-4314-880d-16fcb9b6029a
<PR>get_movie_attribute<PRAN>name.genre<PRAV>Horror<C><U>Are there any good movies in my area tonight?<A>Sure, where are you located?<U>Spring Hills, Kansas.<A>What kind of movie are you looking for?<U>Something entertaining!<PN>find_movies<PAN>description.other<PAV>Something entertaining!<PAN>location<PAV>Spring Hills, Kansas<PR>find_movies<PRAN>name.movie<PRAV>Shuttered<PRAV>Beyond the Storm<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>name.genre	[PN]get_movie_attribute[PAN]name.movie[PAV]Shuttered[PAN]attribute[PAV]review.critic	dlg-e3d96f98-59a7-410a-90a8-ec892a944f69
<U>I am really busy today and i am so tired.can you help me to choose the movie.I like action movies.<C><U>I like to watch movie tonight.<A>OK.Do you have anything in mind?	[A]Sure. And what city are you looking in?	dlg-f132de1f-3168-402f-bc45-f64eef4ebaa6
<U>That's it thanks.<C><U>Yes, I am interested in seeing a movie today can you help me?<A>Its my pleasure to assist you with that today, what type of movies are you in to?<U>Thanks, I like comedy's and action movies.<PN>find_movies<PAN>name.genre<PAV>comedy's<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>Not My Problem<PN>find_movies<PAN>name.genre<PAV>action<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>Beyond the Storm:<PN>get_movie_attribute<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>comedy's<PN>get_movie_attribute<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>PG-13<PN>get_movie_attribute<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes 72%<PN>get_movie_attribute<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>A troubled teen tries to convince his depressed elderly neighbor that things are not what they seem<PN>get_movie_attribute<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Matt Damon<PN>get_movie_attribute<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>Noah Schnapp<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>action<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>PG-13<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes 81%<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>Fishing the North Sea gets ugly as Captain John’s crew faces not only severe weather but a traitor on board<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>name.person<PR>get_movie_attribute<PRAN>name.person<PRAV>James Cameron<A>Your options today are Comedy - rated PG-13 - Rotten Tomatoes 72% - A troubled teen tries to convince his depressed elderly neighbor that things are not what they seem. - Stars Matt Damon and Noah Schnapp. And Beyond The Storm - Action - rated PG-13 - Rotten Tomatoes 81% - Fishing the North Sea gets ugly as Captain John’s crew faces not only severe weather but a traitor on board - directed by James Cameron.<U>Beyond the Storm sounds really good, what time is it playing?<PN>find_theaters<PAN>name.movie<PAV>Beyond The Storm<PAN>location<PAV>nearby<PR>find_theaters<PRAN>name.theater<PRAV>Cinemark Downtown<PN>find_showtimes<PAN>name.movie<PAV>Beyond The Storm<PAN>name.theater<PAV>Cinemark Downtown<PAN>date.showing<PAV>today<PAN>time.preference<PAV>any<PR>find_showtimes<PRAN>time.showing<PRAV>1:30pm<PRAV>3:40<PRAV>6:10pm<PRAV>8:30pm<A>Beyond the Storm: Cinemark Downtown - 1:30pm - 3:40 - 6:10pm - 8:30pm. Would you like to purchase this movie ticket?<U>I want to go a little later around 9:40 what are the times for Not My Problem?<PN>find_theaters<PAN>name.movie<PAV>Not My Problem:<PAN>location<PAV>nearby<PR>find_theaters<PRAN>name.theater<PRAV>AMC Holiday<PN>find_showtimes<PAN>name.movie<PAV>Not My Problem:<PAN>name.theater<PAV>AMC Holiday<PAN>date.showing<PAV>today<PAN>time.preference<PAV>little later around 9:40<PR>find_showtimes<PRAN>time.showing<PRAV>1pm<PRAV>3:55pm<PRAV>7pm<PRAV>10:05pm<A>Not My Problem: AMC Holiday Theater - 1pm - 3:55pm - 7pm - 10:05pm. Do one of these work better for you?<U>I'm not sure I need to call my friend and ask if we can go to the 10:05 movie.<A>No problem, I will be right here when you decide.<U>Thanks, just a moment.<A>Sure, take your time.<U>Okay, we can make it to the 10:50 movie.<A>Great, Can you confirm I am booking you for Not My Problem: AMC Holiday Theater at 10:05<U>Yes that is correct.<PN>book_tickets<PAN>name.movie<PAV>Not My Problem:<PAN>name.theater<PAV>AMC Holiday<PAN>num.tickets<PAV>one<PAN>time.showing<PAV>10:05<PAN>date.showing<PAV>today<PAN>seating<PAV>any<PR>book_tickets<PRAN>status<PRAV>success<A>Your tickets are confirmed and they’ve been sent to your email address.<U>Great thank you so much for your help.<A>Your welcome, is there anything else I can help you with today?	[A]I hope you enjoy the movie have a great day.	dlg-88c9c1e5-631a-48f9-9417-8d10ec51a252
<PR>resolve_movie<PRAN>name.movie<PRAV>The Call of the Wild<C><U>Can you find where in Boston Scooby Dooby Doo is playing soon?<PN>resolve_movie<PAN>name.movie<PAV>Scooby Dooby Doooooooooooooo<PR>resolve_movie<PRAN>name.movie<PRAV>Scoob<A>Happy to help! Let me just confirm that the movie you're talking about is Scoob. Is that right?<U>That’s right.<PN>find_theaters<PAN>name.movie<PAV>Scoob<PAN>location<PAV>Boston Mass<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>Cinemark Plaza 24<A>OK. Scoob is playing at both AMC Mountain 16 and Cinemark Plaza 24 in Boston Mass.<U>Thanks. What about, hmm, can't remember the name but it stars Harrison Ford?<A>Let me check.<PN>resolve_movie<PAN>name.movie<PAV>Harrison Fords	[A]I found some titles that might be what you're thinking of. The first is Long Way To Darkness. The second is The Call of the Wild. Are either of those the one you want?	dlg-2bf09da7-a9aa-4090-acd7-84d790522f77
<PR>get_movie_attribute<PRAN>name.genre<PRAV>Comedy<C><U>Hello, I want to see a movie tonight, if possible.<A>And you are in Hillview, Washington?<U>Yes, that is true. It doesn't matter which theater. We are close to everything.<A>Okay, what kind of movie where you looking for?<U>Well, it will be two adults so maybe a drama. Maybe something R rated I guess. I also want to look at the times. Something around 7 or 8pm.<A>Okay, I will check that for you.<U>Okay, thanks.<PN>find_movies<PAN>location<PAV>Hillview, Washington<PAN>name.genre<PAV>drama<PR>find_movies<PRAN>name.movie<PRAV>Beholden<PRAV>Indulgent<PRAV>King Johnny<PN>get_movie_attribute<PAN>name.movie<PAV>Indulgent<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>R rated<PN>get_movie_attribute<PAN>name.movie<PAV>Beholden<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>R rated<PN>get_movie_attribute<PAN>name.movie<PAV>King Johnny<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>R rated<A>In your area, as far as R rated movies, I show Indulgent, Beholden and King Johnny.<U>Okay, what are the reviews on those?<PN>get_movie_attribute<PAN>name.movie<PAV>Indulgent<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>has a 72% score<PN>get_movie_attribute<PAN>name.movie<PAV>King Johnny<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>is at 71%<PN>get_movie_attribute<PAN>name.movie<PAV>Beholden<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>is at 69%<A>According to Rotten Tomatoes, Indulgent has a 72% score, King Johnny is at 71% and Beholden is at 69%.<U>I see. Not much difference in those. Are they all dramas?<PN>get_movie_attribute<PAN>name.movie<PAV>Indulgent<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Suspense<PN>get_movie_attribute<PAN>name.movie<PAV>Beholden<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Western<PN>get_movie_attribute<PAN>name.movie<PAV>King Johnny<PAN>attribute<PAV>name.genre	[A]Indulgent is a Suspense film. Beholden is a Western and King Johnny is a Comedy.	dlg-9fbb57c6-3d07-485d-91d5-f7dfa2c7a84d
<PR>get_movie_attribute<PRAN>description.plot<PRAV>In this adaptation of Jane Austen's classic novel, pretty socialite Emma Woodhouse, played by Gwyneth Paltrow, entertains herself by playing matchmaker for those around her<C><U>I have time to go to the movies tonight.<A>Sure. What movie would you like to see?<U>I don't have one in mind. Can you recommend one for me?<A>No problem. Can you tell me what city you’re in?<U>I am in Oak Valley, Arkansas.<PN>find_movies<PAN>location<PAV>Oak Valley, Arkansas<PR>find_movies<PRAN>name.movie<PRAV>No Time To Die<PRAV>Emma<A>Ok. There are a couple of popular films out in your area: No Time To Die and Emma. Do either of those sound interesting?<U>I know that movie No time To Die but i haven't heard of Emma. What is it about?<PN>get_movie_attribute<PAN>attribute<PAV>description.plot<PAN>name.movie<PAV>Emma	[A]OK. Here’s the description of Emma: In this adaptation of Jane Austen's classic novel, pretty socialite Emma Woodhouse, played by Gwyneth Paltrow, entertains herself by playing matchmaker for those around her.	dlg-18a1f6e1-1ac0-4462-ab97-c46827c42f2a
"<PR>find_showtimes<PRAN>time.showing<PRAV>6:00pm<PRAV>8:10pm<PRAV>10:25pm<C><U>Hi, can you tell me which theaters are showing the movie ""Possession""?<A>Sure. Which town or other location would you like me to search in?<U>Cedar Creek, North Carolina, please.<A>I see that several theaters in Cedar Creek have showtimes for ""Possession"" in the next few days. Which day would you like me to use in the search?<U>Please use today.<PN>find_theaters<PAN>name.movie<PAV>""Possession""<PAN>location<PAV>Cedar Creek, North Carolina<PR>find_theaters<PRAN>name.theater<PRAV>Cima Ultraplex 20<PRAV>Northgate Cinemas 12<A>Cima Ultraplex 20 and Northgate Cinemas 12 both have showtimes for ""Possession"" today.<U>Great, what times is Cima showing ""Possession""?<PN>find_showtimes<PAN>name.movie<PAV>""Possession""<PAN>location<PAV>Cedar Creek, North Carolina<PAN>name.theater<PAV>Cima Ultraplex 20<PAN>date.showing<PAV>today<PR>find_showtimes<PRAN>time.showing<PRAV>4:00pm<PRAV>6:10pm<PRAV>8:30pm<A>Cima Ultraplex 20 is showing ""Possession"" at 4:00pm, 6:10pm, and 8:30pm today.<U>Hm, none of those work well for me. What are the showtimes for the other theater?<PN>find_showtimes<PAN>name.movie<PAV>""Possession""<PAN>location<PAV>Cedar Creek, North Carolina<PAN>date.showing<PAV>today<PAN>name.theater<PAV>Northgate Cinemas 12"	"[A]Northgate Cinemas 12 is showing ""Possession"" at 6:00pm, 8:10pm, and 10:25pm today."	dlg-bcf6f052-a80c-47db-90f3-c817bb72b1cc
<PR>get_movie_attribute<PRAN>review.audience<PRAV>92%<C><U>I'm considering the movies tonight.<A>Sure. What movie would you like to see?<U>What movies are at the Petaluma Boulevard 14?<PN>find_movies<PAN>name.theater<PAV>Boulevard 14 Cinema<PAN>location<PAV>Petaluma, California<PR>find_movies<PRAN>name.movie<PRAV>No Time To Die<PRAV>Mulan<PRAV>Emma<A>OK. Boulevard 14 Cinema in Petaluma, California is showing three movies: No Time To Die, Mulan, and Emma.<U>More detail on Mulan, please.<A>Sure. What specifically would you like to know?<U>What's Mulan about?<PN>get_movie_attribute<PAN>attribute<PAV>description.plot<PAN>name.movie<PAV>Mulan<PR>get_movie_attribute<PRAN>description.plot<PRAV>Accompanied by her dragon, Mushu, Mulan uses her smarts to help ward off a Hun invasion, falling in love with a dashing captain along the way<A>OK. Here’s the synopsis of Mulan: Accompanied by her dragon, Mushu, Mulan uses her smarts to help ward off a Hun invasion, falling in love with a dashing captain along the way.<U>Do people think it's any good?<PN>get_movie_attribute<PAN>attribute<PAV>review.audience<PAN>name.movie<PAV>Mulan	[PN]get_movie_attribute[PAN]attribute[PAV]review.critic[PAN]name.movie[PAV]Mulan	dlg-4156499a-ae27-4d54-b01d-ec9987542322
