<PR>get_movie_attribute<PRAN>name.person<PRAV>James Cameron<C><U>hey there, I need some movie tickets.<A>I can help with that, what movie?<U>Whatever is new, something exciting like action or scary, anything like that showing?<A>I can check it out! What is your location?<U>I am in the Spring Hills Kansas area.<PN>find_movies<PAN>description.other<PAV>new, something exciting<PAN>location<PAV>Spring Hills Kansas<PR>find_movies<PRAN>name.movie<PRAV>Shuttered<PRAV>Beyond The Storm<A>Ok, I found Shuttered and Beyond The Storm.<U>ok, can I get some details?<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Horror<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>rated R<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes 61%<PN>get_movie_attribute<PAN>name.movie<PAV>Shuttered<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>Sarah Decker moves upstate from her New York City lifestyle to work on her distant cousin’s haunted marijuana farm<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>action<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>rated PG-13<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes 81%<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>Fishing the North Sea gets ugly as Captain John’s crew faces not only severe weather but a traitor on board<PN>get_movie_attribute<PAN>name.movie<PAV>Beyond The Storm<PAN>attribute<PAV>name.person	[A]Sure, Shuttered - Horror - rated R - Rotten Tomatoes 61% - Sarah Decker moves upstate from her New York City lifestyle to work on her distant cousin’s haunted marijuana farm. An then Beyond The Storm - Action - rated PG-13 - Rotten Tomatoes 81% - Fishing the North Sea gets ugly as Captain John’s crew faces not only severe weather but a traitor on board - directed by James Cameron.	dlg-dab573e7-61dd-4a5b-ab66-286f1aa14fa3
<U>I'll choose that action movie.<C><U>I would like to see a movie in Spring Hills Kansas.<PN>resolve_location<PAN>location<PAV>Spring Hills Kansas<PR>resolve_location<PRAN>location<PRAV>Spring Hills Kansas<A>What type of movies do you want to see?<U>I prefer top rated movies.<PN>find_movies<PAN>location<PAV>Spring Hills Kansas<PAN>review.critic<PAV>top rated<PR>find_movies<PRAN>name.movie<PRAV>'Beyond the Storm'<PRAV>'Backcountry'<PN>find_theaters<PAN>location<PAV>Spring Hills Kansas<PAN>name.movie<PAV>'Beyond the Storm'<PR>find_theaters<PRAN>name.theater<PRAV>Cinemark Downtown<PN>find_theaters<PAN>location<PAV>Spring Hills Kansas<PAN>name.movie<PAV>'Backcountry'<PR>find_theaters<PRAN>name.theater<PRAV>Cinemark Downtown<A>Let me check. There are two top rated movies available. They are 'Beyond the Storm' and 'Backcountry' at Cinemark Downtown.<U>Tell me more about the ratings and the type of these movies.<PN>get_movie_attribute<PAN>name.movie<PAV>'Beyond the Storm'<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Action<PN>get_movie_attribute<PAN>name.movie<PAV>'Beyond the Storm'<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>PG-13<PN>get_movie_attribute<PAN>name.movie<PAV>'Beyond the Storm'<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes 81%<PN>get_movie_attribute<PAN>name.movie<PAV>'Backcountry'<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>Documentary (outdoor)<PN>get_movie_attribute<PAN>name.movie<PAV>'Backcountry'<PAN>attribute<PAV>rating.movie<PR>get_movie_attribute<PRAN>rating.movie<PRAV>G<PN>get_movie_attribute<PAN>name.movie<PAV>'Backcountry'<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>Rotten Tomatoes 91%<A>Sure. Beyond The Storm is a Action movie, rated PG-13 - Rotten Tomatoes 81%. Backcountry is a Documentary (outdoor) movie which is rated G - Rotten Tomatoes 91%.	[A]It seems that you're interested in Beyond the Storm. At what time do you want to see?	dlg-33088ea5-769a-4750-97e9-70e33193f647
<PR>find_theaters<PRAN>name.theater<PRAV>AMC Holiday Theater<C><U>Hey, we want to see either Family Jewels or Beyond the Storm tonight. Can you give me some information on both?<A>And you are in Spring Hills, Kansas?<U>Yes we are. There will be two of us and we need something in the evening.<A>Okay, I will find information on both of those for you.<U>Thank you.<PN>find_theaters<PAN>name.movie<PAV>Family Jewels<PAN>location<PAV>Spring Hills, Kansas	[PN]find_showtimes[PAN]name.movie[PAV]Family Jewels[PAN]name.theater[PAV]AMC Holiday Theater[PAN]date.showing[PAV]tonight[PAN]time.preference[PAV]in the evening	dlg-017b1c75-658f-4b30-a4e3-b63a2519b8f3
<U>Oh, I see. Well, it's just my friend and I going out to see a movie.<C><U>Hello. My friend and I would like to purchase tickets for a new movie coming to Legacy Monument Family 12 today.<A>Hello, thanks for inquiring about a ticket purchase at Legacy Monument Family in Land's End Montana. Would you like to hear the movie listings for today?<U>We have already decided on a movie to watch but I would love to hear what else is showing in the theater!<PN>find_movies<PAN>name.theater<PAV>Legacy Monument Family 12<PAN>location<PAV>Land's End Montana<PR>find_movies<PRAN>name.movie<PRAV>Sam's Delight<PRAV>Far From You<A>Great to hear. The movies being shown today are Sam's Delight and Far From You.<U>What is Sam's Delight about?<PN>get_movie_attribute<PAN>name.movie<PAV>Sam's Delight<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>Sam's Delight is a new family movie about a rescued dog that introduced joy into a family struck by COVID-19<A>Sam's Delight is a new family movie about a rescued dog that introduced joy into a family struck by COVID-19.<U>Oh my! That sounds so adorable and suitable for the times we are in. What is Far From You about?<PN>get_movie_attribute<PAN>name.movie<PAV>Far From You<PAN>attribute<PAV>description.plot<PR>get_movie_attribute<PRAN>description.plot<PRAV>Far From You is a romance flick about two lovers who are making the best of living across a closed European border during the COVID-19 outbreak<PN>get_movie_attribute<PAN>name.movie<PAV>Far From You<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>romance flick<A>Far From You is a romance flick about two lovers who are making the best of living across a closed European border during the COVID-19 outbreak.<U>My friend and I love romance movies. Ugh, decisions, decisions. What are the showtimes for Sam's Delight?<PN>find_showtimes<PAN>name.theater<PAV>Legacy Monument Family 12<PAN>location<PAV>Land's End Montana<PAN>name.movie<PAV>Sam's Delight<PR>find_showtimes<PRAN>time.showing<PRAV>4 PM<PRAV>6:10 PM<PRAV>8:30 PM<PRAV>10:40 PM<A>The showtimes for Sam's Delight are 4 PM, 6:10 PM, 8:30 PM, and 10:40 PM.<U>Interesting, what are the showtimes for Far From You?<PN>find_showtimes<PAN>name.theater<PAV>Legacy Monument Family 12<PAN>name.movie<PAV>Far From You<PAN>location<PAV>Land's End Montana<PAN>date.showing<PAV>today<PR>find_showtimes<PRAN>time.showing<PRAV>10:40 PM<PRAV>8:40 PM<A>The showtimes for Far From You are 8:40 PM and 10:40 PM.<U>I see. I already made up my mind for the movie I wanted to see tonight but these options are too good to pass up. Which movie would you recommend for my friend and I?<A>Sam's Delight is recommend for those who enjoy family movies. This movie's intended audience is family. This movie is for those who want to have a family night with their loved ones.	[PN]get_movie_attribute[PAN]name.movie[PAV]Sam's Delight[PAN]attribute[PAV]name.genre	dlg-60f5b847-e6f0-49a8-8d7c-3d26d000e97a
<U>Is it kid friendly?<C><U>What is currently playing at Epic Theater in Orlando Florida?<A>What genre would you like to hear about?<U>Kid movies.<A>Frozen 2 is currently playing.<U>What show times are available?<A>It is available at 12:30, 3:30, 7:30, and 9:30.<U>What drama movies are available?<A>Ford Versus Ferrari is currently playing?<U>What time is it playing?<A>2:30, 5:30, 7:30, and 9:30.<U>Who stars in Ford Versus Ferarri<A>Matt Damon and Christian Bale star in Ford Versus Ferarri.<U>How is it rated on Rotten Tomatoes?<A>It has a 91% rating.<U>What is the movie about?<A>It is based on a true story about Ford and Ferarri/	[A]No, the movie should not be watched by kid.	dlg-3ead5ef1-8c38-4b22-bcd4-fa88abd67f47
<U>That is it.<C><U>I am in the mood to see a good film tonight<A>OK. And in what city?<U>My preference is Creek's End, Oregon.<PN>resolve_location<PAN>location<PAV>Creek’s End, Oregon<PR>resolve_location<PRAN>location<PRAV>Creek’s End, Oregon<A>Creek’s End, Oregon. Got it. Is there a particular movie you have in mind?<U>I heard Mulan is outstanding, even for adults.<PN>resolve_movie<PAN>name.movie<PAV>Mulan<PR>resolve_movie<PRAN>name.movie<PRAV>Mulan<PN>find_theaters<PAN>name.movie<PAV>Mulan<PAN>location<PAV>Creek’s End, Oregon<PR>find_theaters<PRAN>name.theater<PRAV>AMC Mountain 16<PRAV>AMC Mercado 24<A>Sure. In Creek’s End, Oregon, I see that Mulan is showing in two theaters: AMC Mountain 16 and AMC Mercado 24.<U>AMC Mercado 24 is my favorite because they have those comfortable seat.<PN>find_showtimes<PAN>name.movie<PAV>Mulan<PAN>date.showing<PAV>tonight<PAN>name.theater<PAV>AMC Mercado 24<PR>find_showtimes<PRAN>time.showing<PRAV>5:00pm<PRAV>7:10pm<PRAV>9:45pm<A>No problem. It looks like tonight’s remaining showtimes for Mulan at AMC Mercado 24 are 5:00pm, 7:10pm, and 9:45pm. Which is best for you?<U>Earlier is better so 5:00pm would be best<A>Great. And how many tickets?<U>Wait, which theater did I say I wanted?<A>Sure, you chose AMC Mercado 24.<U>Oh that's right, and what time did I chose again?<A>For the showtime you said you preferred 5:00pm.<U>I am so sorry for being distracted. What did you just ask?<A>I was just asking you how many tickets you'll need.<U>I think three. Yes three.<A>All right. Let me confirm that you’d like three tickets for Mulan at AMC Mercado 24 tonight at 5:00pm. Is that all correct?	[A]Is it OK to go ahead and purchase these tickets?	dlg-fba538fd-5891-4723-8985-d551ac100b2f
<U>Okay lets book that then in IMAX.<C><U>Hello can you do me a favor ?<A>Sure what do you need?<U>I need some information about movies for tonight.<A>Okay what do you need?<U>I need to know if Star Wars is playing tonight after 8:30 PM in a theater located in Lake Worth, TX preferable if it is in IMAX or 3D.<A>Okay I will check for you.<U>Thanks for being helpful.<A>How many people will be attending?<U>Two people so I would need two tickets.<A>Okay no problem.<U>Hopefully I can get some tickets at a decent price.<PN>find_showtimes<PAN>name.movie<PAV>Star Wars<PAN>name.theater<PAV>Lake Worth AMC 14<PAN>date.showing<PAV>tonight<PAN>time.preference<PAV>after 8:30 PM<PAN>type.screening<PAV>IMAX or 3D<PR>find_showtimes<PRAN>time.showing<PRAV>9:20 PM<A>Okay I have a showing at 9:20 PM at Lake Worth AMC 14 for Star Wars in IMAX or 3D your choice and two tickets will be 17.00.	[A]Okay let me start the process.	dlg-f90b0aca-e1f7-48b2-a90a-0735c743b19b
<U>Okay...okay. I know my wife would want to see Sam's Delight. Give me a moment to think about the time.<C><U>Hey, I'm thinking about taking my wife to the movies tonight. What's available?<A>First I need to know what theater you want to go to.<U>Oh okay. I want to go to Legacy Monument Family 12 in Land's End, Montana.<PN>find_movies<PAN>name.theater<PAV>Legacy Monument Family 12<PAN>location<PAV>Land's End, Montana<PR>find_movies<PRAN>name.movie<PRAV>Sam's Delight<PRAV>Far From You<A>Okay, let me check. I show two movies playing tonight there. The first is Sam's Delight and the second is Far From You.<U>Hmm, well they both sound interesting. Do they both have early evening times available?<PN>find_showtimes<PAN>name.movie<PAV>Sam's Delight<PAN>name.theater<PAV>Legacy Monument Family 12<PAN>date.showing<PAV>today<PAN>time.preference<PAV>early evening<PR>find_showtimes<PRAN>time.showing<PRAV>4:00pm<PRAV>6:10pm<PRAV>8:30pm<PRAV>10:40pm<PN>find_showtimes<PAN>name.movie<PAV>Far From You<PAN>name.theater<PAV>Legacy Monument Family 12<PAN>date.showing<PAV>today<PAN>time.preference<PAV>early evening<PR>find_showtimes<PRAN>time.showing<PRAV>8:40pm<PRAV>10:40pm<A>Sam's Delight is showing at 4:00pm, 6:10pm, 8:30pm, and 10:40pm and Far From You is showing at 8:40pm and 10:40pm.<U>Interesting. Tell me something. Are there tickets available for every show time for both movies?<A>Give me a moment to check.<U>I'll wait.<PN>check_tickets<PAN>name.movie<PAV>Sam's Delight<PAN>name.theater<PAV>Legacy Monument Family 12<PAN>num.tickets<PAV>I'm thinking about taking my wife<PAN>time.showing<PAV>4:00pm<PAN>date.showing<PAV>today<PAN>seating<PAV>any<PR>check_tickets<PRAN>status<PRAV>available<PN>check_tickets<PAN>name.movie<PAV>Sam's Delight<PAN>name.theater<PAV>Legacy Monument Family 12<PAN>num.tickets<PAV>I'm thinking about taking my wife<PAN>time.showing<PAV>6:10pm<PAN>date.showing<PAV>today<PAN>seating<PAV>any<PR>check_tickets<PRAN>status<PRAV>available<PN>check_tickets<PAN>name.movie<PAV>Sam's Delight<PAN>name.theater<PAV>Legacy Monument Family 12<PAN>num.tickets<PAV>I'm thinking about taking my wife<PAN>time.showing<PAV>8:30pm<PAN>date.showing<PAV>today<PAN>seating<PAV>any<PR>check_tickets<PRAN>status<PRAV>available<PN>check_tickets<PAN>name.movie<PAV>Sam's Delight<PAN>name.theater<PAV>Legacy Monument Family 12<PAN>num.tickets<PAV>I'm thinking about taking my wife<PAN>time.showing<PAV>10:40pm<PAN>date.showing<PAV>today<PAN>seating<PAV>any<PR>check_tickets<PRAN>status<PRAV>available<PN>check_tickets<PAN>name.movie<PAV>Far From You<PAN>name.theater<PAV>Legacy Monument Family 12<PAN>num.tickets<PAV>I'm thinking about taking my wife<PAN>time.showing<PAV>8:40pm<PAN>date.showing<PAV>today<PAN>seating<PAV>any<PR>check_tickets<PRAN>status<PRAV>available<PN>check_tickets<PAN>name.movie<PAV>Far From You<PAN>name.theater<PAV>Legacy Monument Family 12<PAN>num.tickets<PAV>I'm thinking about taking my wife<PAN>time.showing<PAV>10:40pm<PAN>date.showing<PAV>today<PAN>seating<PAV>any<PR>check_tickets<PRAN>status<PRAV>available<A>Sam's Delight has a limited number of tickets available for the 6:10pm time but an abundance for all other times. Far From You is an abundance at all show times.	[A]Okay.	dlg-7f581a38-fc3d-44c5-90db-7b103da40196
<PR>book_tickets<PRAN>status<PRAV>success<C><U>Hi, I really want to book a movie soon.<A>No problem, I'm really fast! What movie do you want to see?<U>Spies in Disguise.<A>Any idea what time you want to see it?<U>04:45 PM, the soonest.<A>OK. Any screening preferences? This one is 3D animated so it has a 3D option.<U>Yes, I want a 3D option.<A>OK. And how many people will be going?<U>Let's see. Me, my son, and my wife. That makes three.<A>What theater do you want to go to?<U>The AMC Boston Common 19 is good.<A>Now I will book three tickets to see Spies in Disguise at the AMC Boston Common 19 at 04:45 PM in 3D.<U>Sounds good...actually, my daughter wants to see the movie also now.<A>So do you want me to add another ticket?<U>Yes, go ahead.<A>Alright, four, I repeat, four tickets to see Spies in Disguise at the AMC Boston Common 19 at 04:45 PM in 3D.<U>Perfect!<A>I'm booking it.<U>Thanks.<PN>book_tickets<PAN>name.movie<PAV>Spies in Disguise<PAN>name.theater<PAV>AMC Boston Common 19<PAN>num.tickets<PAV>four<PAN>time.showing<PAV>04:45 PM<PAN>date.showing<PAV>today<PAN>seating<PAV>any	[A]You're welcome!	dlg-e12c88b0-144c-44d7-bcb2-ecacd6ead650
<U>cinema 1 then<C><U>hi could you recommend a great movie for me please<A>i would be glad to. what kind of movie is your preference<U>i have kids watching with me. any recommendation?<PN>find_movies<PAN>location<PAV>nearby<PR>find_movies<PRAN>name.movie<PRAV>jumanji<PRAV>doolittle<A>showing in a lot of theaters are jumanji and doolittle among others<U>my kids will surely love doolittle.<A>where would you like to watch it<U>in what theaters is it showing in fort worth?<A>i have 5 theaters showing it in fort worth.<U>76123 zip code please<PN>find_theaters<PAN>name.movie<PAV>doolittle<PAN>location<PAV>fort worth<PR>find_theaters<PRAN>name.theater<PRAV>cinema 1<PRAV>cinema 2<A>cinema 1 and cinema 2 have doolittle showing in your area.	[A]any specific date and time?	dlg-e797a3d0-dd24-4e7a-b54b-eb9495820227
<U>standard is fine<C><U>Hello<A>Hi, can I help you?<U>I'd like to go to a movie.<A>Do you know what movie you would like to see?<U>Can you tell me what is playing in Columbus today?<PN>find_movies<PAN>location<PAV>Columbus<PR>find_movies<PRAN>name.movie<PRAV>Frozen 2<PRAV>Underwater<PRAV>Like a Boss<A>Frozen 2, Underwater, and Like a Boss is playing in Columbus today.<U>I want to see Frozen 2.<A>What time would you like to see it?<U>7:00 PM<PN>find_showtimes<PAN>name.movie<PAV>Frozen 2<PAN>name.theater<PAV>Chakeres Cinema Ten<PAN>date.showing<PAV>today<PAN>time.preference<PAV>7:00 PM<PR>find_showtimes<PRAN>time.showing<PRAV>7:00 PM<PN>find_showtimes<PAN>name.movie<PAV>Frozen 2<PAN>name.theater<PAV>Danbarry Cinemas<PAN>date.showing<PAV>today<PAN>time.preference<PAV>7:00 PM<PR>find_showtimes<PRAN>time.showing<PRAV>7:00 PM<A>The theaters showing Frozen 2 at 7:00 PM are Chakeres Cinema Ten and Danbarry Cinemas. Which would you like to go to?<U>Chakeres Cinema Ten<A>Would you like to see a standard or IMAX screening?	[A]To confirm, you would like 2 tickets for a standard screening of Frozen 2 at 7:00 PM at Chakeres Cinema Ten.	dlg-1976799f-c9a2-4ece-b1b0-355345059f2c
<PR>book_tickets<PRAN>status<PRAV>success<C><U>Can you purchase movie tickets for me?<A>Sure. What movie would you like to see?<U>Um, what movies are playing in Petaluma, CA at the Boulevard 14?<PN>find_movies<PAN>name.theater<PAV>Boulevard 14 Cinema<PAN>location<PAV>Petaluma, California<PR>find_movies<PRAN>name.movie<PRAV>No Time To Die<PRAV>Mulan<PRAV>Emma<A>OK. Boulevard 14 Cinema in Petaluma, California is showing three movies: No Time To Die, Mulan, and Emma.<U>What kind of movie is Mulan?<A>Sure. What specifically would you like to know?<U>I want to know about the storyline. I'm going with kids and want to make sure it's age appropriate.<PN>get_movie_attribute<PAN>attribute<PAV>description.plot<PAN>name.movie<PAV>Mulan<PR>get_movie_attribute<PRAN>description.plot<PRAV>Accompanied by her dragon, Mushu, Mulan uses her smarts to help ward off a Hun invasion, falling in love with a dashing captain along the way<A>OK. Here’s the synopsis of Mulan: Accompanied by her dragon, Mushu, Mulan uses her smarts to help ward off a Hun invasion, falling in love with a dashing captain along the way.<U>Do you know what the reviews say about it?<PN>get_movie_attribute<PAN>attribute<PAV>review.audience<PAN>name.movie<PAV>Mulan<PR>get_movie_attribute<PRAN>review.audience<PRAV>92%<PN>get_movie_attribute<PAN>attribute<PAV>review.critic<PAN>name.movie<PAV>Mulan<PR>get_movie_attribute<PRAN>review.critic<PRAV>87% Rotten Tomatoes<A>Mulan has an 87% Rotten Tomatoes score and a 92% audience rating.<U>Ah, OK. I think then that No Time to Die is a better fit than Mulan.<PN>find_showtimes<PAN>name.movie<PAV>No Time To Die<PAN>date.showing<PAV>tonight<PAN>name.theater<PAV>Boulevard 14 Cinema<PR>find_showtimes<PRAN>time.showing<PRAV>4:00pm<PRAV>7:30pm<PRAV>10:55pm<A>OK. No Time To Die is playing 4:00pm, 7:30pm, and 10:55pm. Which time would you like?<U>10:55. It will just be me plus one friend.<A>All right. Let me confirm that you’d like two tickets for No Time To Die at Boulevard 14 Cinema tonight at 10:55pm. Is that all correct?<U>Yep<A>Is it OK to go ahead and purchase these tickets?<U>Please do.<PN>book_tickets<PAN>num.tickets<PAV>two<PAN>name.movie<PAV>No Time To Die<PAN>name.theater<PAV>Boulevard 14 Cinema<PAN>date.showing<PAV>tonight<PAN>time.showing<PAV>10:55pm	[A]OK. Your tickets are purchased and details for how to proceed have been sent to your email address. Can I help with anything else?	dlg-0a0d90da-c686-4613-a663-b68ee5804726
"<U>Neither of those factors matters much to me. Which one do you think would put me in a better mood?<C><U>I'd like to see a new movie that's highly rated.<A>I have some choices here for you. Do any of these catch your eye?: Rambo: Last Blood, The Peanut Butter Falcon, Ad Astra, Judy, or Toy Story 4. They all have high scores on Rotten Tomatoes.<U>I'm looking for something lighthearted. Which of those movies fits the bill?<A>The Peanut Butter Falcon and Toy Story 4 are light and enjoyable movies.<U>Can you tell me more about Toy Story 4?<PN>get_movie_attribute<PAN>name.movie<PAV>Toy Story 4<PAN>attribute<PAV>name.genre<PR>get_movie_attribute<PRAN>name.genre<PRAV>computer-animated comedy<A>Toy Story 4 is a 2019 American computer-animated comedy film produced by Pixar Animation Studios for Walt Disney Pictures.<U>I don't understand what computer-animated means.<A>Computer-animated simply means that the movie's visuals were constructed digitally on a computer. Many people refer to this as ""CGI.""<U>Oh, that makes sense. So it's like the other three movies. What is its score on Rotten Tomatoes?<PN>get_movie_attribute<PAN>name.movie<PAV>Toy Story 4<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>97% on Rotten Tomatoes!<A>Toy Story 4 currently has a 97% on Rotten Tomatoes!<U>How does it compare to the other movie you suggested?<PN>get_movie_attribute<PAN>name.movie<PAV>The Peanut Butter Falcon<PAN>attribute<PAV>review.critic<PR>get_movie_attribute<PRAN>review.critic<PRAV>95% on Rotten Tomatoes<A>The Peanut Butter Falcon currently has a 95% on Rotten Tomatoes. Both scores are above average.<U>That's not much of a difference. Is one movie longer than the other? I'm not in a rush today.<PN>get_movie_attribute<PAN>name.movie<PAV>The Peanut Butter Falcon<PAN>attribute<PAV>duration.movie<PR>get_movie_attribute<PRAN>duration.movie<PRAV>98 minutes<PN>get_movie_attribute<PAN>name.movie<PAV>Toy Story 4<PAN>attribute<PAV>duration.movie<PR>get_movie_attribute<PRAN>duration.movie<PRAV>100 minutes<A>They have very similar runtimes as well: 98 minutes for The Peanut Butter Falcon and 100 minutes for Toy Story 4.<U>Okay. What else might help me choose between the two?<A>Toy Story 4 grossed over fifty times what The Peanut Butter Falcon did. It's also a family friendly film."	[A]Based on the plots of the two movies, I think you would enjoy Toy Story 4 more today.	dlg-19cfe0ee-d87c-4666-9e06-599349c49699
